UF,SP
Cidade,RANCHARIA
Nome Posto,RANCHARIA (MC FADDEN)
Latitude,-22.216666666666665
Longitude,-50.88333333333333
Codigo,2250009
Qtd. Anos,78
Ano,Maxima
1941,77
1942,97
1943,59
1944,45.5
1945,71.4
1946,55
1947,147
1948,150.5
1949,69
1950,67.5
1951,75.5
1952,80.3
1953,52
1954,71.8
1955,68.5
1956,85.8
1957,73.8
1958,76.5
1959,88.8
1960,85.8
1961,110.6
1962,75.9
1963,91.2
1964,111.8
1965,69.8
1966,101.5
1967,93.2
1968,144.5
1969,64.3
1970,71.1
1971,72.5
1972,111
1973,101.5
1974,87.8
1975,68
1976,76.5
1977,92.3
1978,81.2
1979,55.2
1980,141.5
1981,94.3
1982,101.6
1983,85.3
1984,73.8
1985,70.3
1986,66.1
1987,96.5
1988,59.4
1989,112.3
1990,72.9
1991,83.7
1992,81.5
1993,69.3
1994,69.8
1995,68.6
1996,84.6
1997,84
1998,82.4
1999,88.5
2000,87.5
2001,72.2
2002,98
2003,68.4
2004,69.8
2005,111.4
2006,60.3
2007,143.7
2008,84.3
2009,54
2010,99.3
2011,49.5
2012,79.8
2013,95.5
2014,47.7
2015,92.6
2016,87.2
2017,48.2
2018,70.1
