UF,SP
Cidade,PIRAJU
Nome Posto,UHE JURUMIRIM BARRAMENTO
Latitude,-23.204722222222223
Longitude,-49.233333333333334
Codigo,2349041
Qtd. Anos,39
Ano,Maxima
1960,60.5
1961,48.5
1962,67
1963,44.7
1964,88.7
1965,81
1966,88
1967,69.5
1968,70
1969,92.5
1970,84
1971,78.2
1972,88.5
1973,101
1974,67.6
1975,100.1
1976,98.5
1977,112
1978,131.6
1979,95
1980,63.2
1981,64.1
1982,105.6
1983,117.3
1984,48.6
1985,141.3
1986,86.1
1987,97.2
1988,76.6
1989,81.5
1990,75.5
1991,86
1992,78.7
1993,60.3
1994,132.6
1995,103.5
1996,57.2
1997,173.4
2012,45.8
