UF,SP
Cidade,JABORANDI
Nome Posto,FAZENDA SANTA GENOVEVA
Latitude,-20.615000000000002
Longitude,-48.46638888888889
Codigo,2048090
Qtd. Anos,39
Ano,Maxima
1981,83
1982,73.1
1983,87.5
1984,82.3
1985,79.1
1986,81.1
1987,87.4
1988,73.5
1989,57.7
1990,58.6
1991,75.2
1992,78.5
1993,39.5
1994,83.4
1995,67.4
1996,62.4
1997,65
1998,136.5
1999,83
2000,75.7
2001,64.5
2002,68
2003,59.2
2004,74.5
2005,73.5
2006,68
2007,153
2008,89
2009,62
2010,71
2011,83
2012,96
2013,80
2014,122.5
2015,55
2016,42.3
2017,74.3
2018,93.3
2019,65.5
