UF,SP
Cidade,ARARAS
Nome Posto,FAZENDA SANTANA (FAZ. SAO BENTO)
Latitude,-22.25
Longitude,-47.38333333333333
Codigo,2247011
Qtd. Anos,78
Ano,Maxima
1936,120.5
1937,66.9
1938,81.2
1939,64.1
1940,127.1
1941,120.7
1942,63
1943,19.5
1944,21
1945,75
1946,61.5
1947,105
1948,58.8
1949,151
1950,81
1951,95
1952,90.3
1953,60.2
1954,68.2
1955,73.8
1956,91
1957,58
1958,75
1959,63
1960,62.8
1961,68.2
1962,112.5
1963,78.1
1964,34
1965,112.5
1966,95
1967,96
1968,51
1970,148.2
1971,54.9
1972,57.9
1973,58.5
1974,73.1
1975,77.4
1976,93
1977,54
1978,60.3
1979,76.3
1980,72.7
1981,73.6
1982,77.1
1983,119.6
1984,74.7
1985,77.5
1986,65.7
1987,71.9
1988,84.2
1989,247.9
1990,99.3
1991,66
1992,82.8
1993,48.9
1994,77.3
1995,86.2
1996,74
1997,44.4
1998,64.2
1999,100.6
2000,96
2001,97.6
2002,97
2003,107.2
2004,69
2005,59.4
2006,68
2007,77
2008,54.7
2009,87.8
2010,97.4
2011,92.7
2012,90
2013,65.9
2014,42
