UF,SP
Cidade,CAPAO BONITO
Nome Posto,CERRADINHO
Latitude,-23.96972222222222
Longitude,-48.27833333333333
Codigo,2348037
Qtd. Anos,82
Ano,Maxima
1939,57.6
1940,62.6
1941,47.6
1942,61.2
1943,56.2
1944,72
1945,91.2
1946,60
1947,69.6
1948,60.6
1949,61.2
1950,53.4
1951,98.4
1952,45.3
1953,68.4
1954,81.6
1955,74.2
1956,95.4
1957,69.3
1958,99.9
1959,66.6
1960,70.6
1961,61.8
1962,59.6
1963,54.6
1964,95.2
1965,71.5
1966,68.9
1967,59.6
1968,90.1
1969,83.7
1970,76.6
1971,58.2
1972,66.3
1973,61.1
1974,57
1975,72.3
1976,67.2
1977,55.5
1978,72.3
1979,70.1
1980,84
1981,49.2
1982,68.3
1983,81.3
1984,87.3
1985,51
1986,52
1987,85.6
1988,53.5
1989,81.3
1990,73.3
1991,66.6
1992,65.5
1993,77.5
1994,59.8
1995,80.9
1996,101
1997,84.8
1998,102.5
1999,83.9
2000,70.5
2001,101.5
2002,76.7
2003,86.1
2004,137.7
2005,320
2006,61.7
2007,68.5
2008,66.4
2009,80.9
2010,71.9
2011,409.4
2012,65.5
2013,56.8
2014,51.4
2015,86
2016,96
2017,78.3
2018,66.5
2019,71
2020,25.5
