UF,SP
Cidade,CESARIO LANGE
Nome Posto,CESARIO LANGE
Latitude,-23.216666666666665
Longitude,-47.95
Codigo,2347017
Qtd. Anos,63
Ano,Maxima
1939,36.1
1940,46.9
1941,51.2
1942,63.2
1943,70.2
1944,73.8
1945,79.6
1946,76.6
1947,80.4
1948,57.2
1949,73.8
1950,63.2
1951,67.4
1952,82.4
1953,77.6
1954,85.4
1955,84.2
1956,70.2
1957,114.2
1958,72.4
1959,66.4
1960,91.6
1961,104.6
1962,88.6
1963,63.4
1964,84.6
1965,58.6
1966,94.2
1967,95.2
1968,68.8
1969,120.1
1970,85.2
1971,71.6
1972,94.3
1973,65.9
1974,77.2
1975,117.6
1976,70.3
1977,76.7
1978,92.2
1979,67.8
1980,51.2
1981,53.8
1982,58.9
1983,80.6
1984,66.1
1985,52.4
1986,60.4
1987,43
1988,63.4
1989,64.9
1990,125.4
1991,78.1
1992,56.8
1993,82.9
1994,34.8
1995,91
1996,76.1
1997,59.3
1998,134
1999,59.3
2000,57
2001,45.6
