UF,SP
Cidade,PRESIDENTE BERNARDES
Nome Posto,EMILIANOPOLIS
Latitude,-21.833333333333332
Longitude,-51.483333333333334
Codigo,2151017
Qtd. Anos,62
Ano,Maxima
1953,47.2
1954,146.6
1955,63.4
1956,116.4
1957,73.2
1958,64.5
1959,99.3
1960,102.3
1961,137.5
1962,180
1963,90
1964,82
1965,50.1
1966,75
1967,122.8
1968,123.5
1969,80.3
1970,83.3
1971,78.8
1972,79.8
1973,96.6
1974,102.1
1975,56.6
1976,78
1977,60.2
1978,68.5
1979,68.1
1980,106.5
1981,103.4
1982,78.4
1983,70.6
1984,52.3
1985,90.5
1986,67.1
1987,66.3
1988,84
1989,67.1
1990,75.5
1991,89.5
1992,67.2
1993,85.1
1994,64.6
1995,70.3
1996,87.5
1997,81.3
1998,135.8
1999,78.2
2000,153.5
2001,74.5
2002,116.3
2003,100.6
2004,51.2
2005,67.3
2006,94.3
2007,58
2008,91.5
2009,76.4
2010,83
2011,90.5
2012,120
2013,81.3
2014,81
