UF,SP
Cidade,CHARQUEADA
Nome Posto,CHARQUEADA
Latitude,-22.516666666666666
Longitude,-47.78333333333333
Codigo,2247024
Qtd. Anos,62
Ano,Maxima
1939,35.2
1940,70.1
1941,56.3
1942,90.5
1943,105.5
1944,57
1945,40.1
1946,59.4
1947,80
1948,83
1949,82.3
1950,58.3
1951,110
1952,13
1953,90
1954,68
1955,50
1956,48
1957,56
1958,48.8
1959,56.3
1960,74.6
1961,60.2
1962,59.5
1963,56.8
1964,59.2
1965,73.2
1966,90.1
1967,100.6
1968,68.4
1969,64.2
1970,71.5
1971,57.2
1972,75.6
1973,64.2
1974,110.8
1975,126.8
1976,78.2
1977,71
1978,94.5
1979,83.4
1980,59.2
1981,88.6
1982,75.1
1983,80.3
1984,101.3
1985,61.2
1986,55.2
1987,129.7
1988,63.4
1989,69.8
1990,78.2
1991,80.5
1992,70.7
1993,76.1
1994,60.1
1995,95.7
1996,83.4
1997,53.6
1998,44.8
1999,60.6
2000,80.5
