UF,SP
Cidade,MONTE ALTO
Nome Posto,MONTE ALTO
Latitude,-21.266666666666666
Longitude,-48.5
Codigo,2148016
Qtd. Anos,74
Ano,Maxima
1941,98.8
1942,53.6
1943,120.2
1944,91.5
1945,108.8
1946,139.1
1947,103.3
1948,106
1949,91
1950,77.2
1951,60
1952,25.3
1953,80.6
1954,140.4
1955,74.5
1956,43
1957,89
1958,70.1
1959,84.3
1960,96.2
1961,88.4
1962,105.8
1963,53.8
1964,64.8
1965,67.5
1966,96
1967,93
1968,61
1969,92.9
1970,97.3
1971,86.5
1972,75.3
1973,68.5
1974,89.7
1975,68.5
1976,104.5
1977,76.4
1978,86.9
1979,74.2
1980,94.1
1981,64.8
1982,112.6
1983,154.5
1984,87.7
1985,98.4
1986,92
1987,45.9
1988,79.5
1989,66.7
1990,50.1
1991,80.4
1992,63.9
1993,86.5
1994,68.2
1995,127
1996,53.1
1997,110.5
1998,74.5
1999,86.7
2000,100
2001,185.2
2002,61.2
2003,104.1
2004,238.4
2005,110
2006,102
2007,71.8
2008,58.4
2009,77.2
2010,75.8
2011,69.3
2012,57.2
2013,102.2
2014,55.4
