UF,SP
Cidade,CAMPINAS
Nome Posto,PCH SALTO GRANDE JUSANTE
Latitude,-22.93
Longitude,-46.89888888888889
Codigo,2246037
Qtd. Anos,71
Ano,Maxima
1931,62.3
1932,83.3
1936,70.8
1937,70
1938,182.4
1939,160.1
1940,69.7
1941,80.3
1942,66.8
1943,102.9
1944,33.5
1945,110
1946,80.6
1947,88
1948,63.8
1949,82
1950,48.2
1951,88.9
1952,52.1
1953,65
1954,96
1955,97.5
1956,68.5
1957,68.8
1958,75.4
1959,85.5
1960,80.6
1961,58.2
1962,92
1963,96.8
1964,71
1965,66.3
1966,96.2
1967,68.5
1968,78
1969,51.4
1970,96.3
1971,72.5
1972,89.1
1973,49.3
1974,53.2
1975,44.2
1976,76.3
1977,66.3
1978,51
1979,66.6
1980,96.2
1981,74.5
1982,126.9
1983,96.3
1984,77.8
1985,63.9
1986,115.3
1987,109.2
1988,101
1989,62.1
1990,103
1991,177.3
1992,105
1993,68.5
1994,74.7
1995,70.9
1996,77.6
1997,106
1998,59.3
1999,57.2
2000,80.5
2001,103.5
2002,68.2
2004,82
2006,87.4
