UF,SP
Cidade,ARTUR NOGUEIRA
Nome Posto,ARTUR NOGUEIRA
Latitude,-22.566666666666666
Longitude,-47.166666666666664
Codigo,2247100
Qtd. Anos,45
Ano,Maxima
1970,65.5
1971,48
1972,61
1973,56.3
1974,64.3
1975,83.4
1976,87.4
1977,59
1978,50
1979,56.7
1980,55.2
1981,63.6
1982,73.4
1983,98.8
1984,70.2
1985,54.4
1986,72.3
1987,86.9
1988,115.5
1989,89.7
1990,96.9
1991,54.6
1992,70.7
1993,53.7
1994,96.8
1995,75
1996,66.1
1997,75.2
1998,51.9
1999,114.6
2000,95.9
2001,105.8
2002,55.2
2003,61.9
2004,51.6
2005,111
2006,74.5
2007,57.2
2008,66
2009,93.3
2010,82.7
2011,69.8
2012,64
2013,89.3
2014,47.5
