UF,SP
Cidade,MORUNGABA
Nome Posto,MORUNGABA
Latitude,-22.883333333333333
Longitude,-46.78333333333333
Codigo,2246034
Qtd. Anos,68
Ano,Maxima
1947,47.6
1948,73.2
1949,65.9
1950,86.5
1951,66.6
1952,70.1
1953,66.1
1954,71.1
1955,76.5
1956,63.7
1957,85.2
1958,55.4
1959,50.4
1960,80.5
1961,103
1962,90.2
1963,67.5
1964,75
1965,62
1966,52
1967,110.1
1968,58
1969,71.6
1970,150
1971,53.3
1972,64.5
1973,57.9
1974,62
1975,77.8
1976,81.8
1977,79.4
1978,57.7
1979,55.6
1980,53.2
1981,78.9
1982,116.2
1983,86.3
1984,42.7
1985,69.8
1986,52.1
1987,57
1988,85.3
1989,85.2
1990,92
1991,98.6
1992,86.4
1993,74.7
1994,107.4
1995,63.8
1996,70.1
1997,128.7
1998,52.3
1999,75.6
2000,98.1
2001,119.3
2002,65
2003,107.1
2004,60.4
2005,150.9
2006,68.8
2007,70.3
2008,70
2009,105.8
2010,83.5
2011,76
2012,59.7
2013,54.3
2014,62.2
