UF,SP
Cidade,TEODORO SAMPAIO
Nome Posto,FAZENDA ITAPORA
Latitude,-22.466666666666665
Longitude,-52.88333333333333
Codigo,2252007
Qtd. Anos,45
Ano,Maxima
1956,48.5
1957,67
1958,74.5
1959,81.7
1960,66
1961,88.3
1962,65.5
1963,73.5
1964,80
1965,71.4
1966,54.6
1967,50.1
1968,65.4
1969,106.8
1970,73.2
1971,79.7
1972,64.2
1973,83.8
1974,77
1975,79.3
1976,47.2
1977,49.5
1978,102
1979,128
1980,101.2
1981,114.4
1982,145.7
1983,74.3
1984,94.7
1985,85.2
1986,73.3
1987,66.5
1988,51.5
1989,69.2
1990,71.9
1991,49.3
1992,142.3
1993,80.3
1994,72.3
1995,154.6
1996,80.6
1997,120.3
1998,87.4
1999,71.2
2000,83.5
