UF,SP
Cidade,SANTA ISABEL
Nome Posto,SANTA ISABEL
Latitude,-23.333333333333332
Longitude,-46.233333333333334
Codigo,2346019
Qtd. Anos,75
Ano,Maxima
1937,15.6
1938,42.7
1940,76.5
1941,129.5
1942,53.5
1943,80
1944,39.7
1945,40.7
1946,78
1947,42
1948,25
1949,25
1952,21.6
1953,70.1
1954,48
1955,63.9
1956,59.1
1957,55.4
1958,56.5
1959,82.2
1960,68.8
1961,63
1962,75
1963,51.3
1964,74.8
1965,108
1966,64.5
1967,94.8
1968,59.3
1969,77.1
1970,60.9
1971,70.6
1972,79.6
1973,55.4
1974,81
1975,85.7
1976,72
1977,100.3
1978,110.5
1979,60.6
1980,85.3
1981,78
1982,78.3
1983,62.2
1984,55.9
1985,43.5
1986,62
1987,127.5
1988,72.7
1989,80.8
1990,54.3
1991,92.1
1992,61
1993,72
1994,61.3
1995,65
1996,83.8
1997,73
1998,67.5
1999,180
2000,70.4
2001,75.4
2002,50.4
2003,70.1
2004,55.2
2005,59.1
2006,58.3
2007,69.5
2008,60
2009,104.8
2010,122.8
2011,63.4
2012,89.7
2013,64
2014,57.8
