UF,SP
Cidade,SERTAOZINHO
Nome Posto,SERTAOZINHO (C4-020)
Latitude,-21.133333333333333
Longitude,-47.983333333333334
Codigo,2147044
Qtd. Anos,49
Ano,Maxima
1937,65.6
1938,59.2
1939,59.8
1940,63.5
1941,71.2
1942,88.5
1943,136.7
1944,49.2
1945,71.8
1946,99
1947,66.5
1948,47.3
1949,86.4
1950,75.8
1951,49.5
1952,82.5
1953,56
1954,92.5
1955,55.5
1956,55.6
1957,71
1958,67.8
1959,80.5
1960,92.4
1961,85.6
1962,68
1963,67
1964,100
1965,85
1966,120.5
1967,105
1968,46.4
1969,75
1970,75.4
1971,85
1972,77.1
1973,85.3
1974,85.1
1975,103.5
1976,80
1977,59.5
1978,63
1979,185
1980,90.8
1981,92.5
1982,118.3
1983,110
1984,110.1
1985,99.4
