UF,SP
Cidade,BAURU
Nome Posto,VAL DE PALMAS
Latitude,-22.3
Longitude,-49.15
Codigo,2249010
Qtd. Anos,54
Ano,Maxima
1944,67.3
1945,88.2
1946,67.8
1947,80.4
1948,79.8
1950,55.2
1951,40.4
1952,100.2
1953,83
1954,81.4
1955,66
1956,83
1957,69
1958,70.8
1960,50.5
1961,36
1962,60
1963,32.5
1964,110
1965,76.5
1967,52.5
1968,53.5
1969,92.5
1970,92.2
1971,69.5
1972,100
1973,66.3
1974,140.5
1975,87.1
1976,93.8
1977,112.3
1978,70
1979,144.2
1980,74.1
1981,63.6
1982,68.5
1983,105.1
1984,47.8
1985,105
1986,67.2
1987,91.2
1988,53.5
1989,83.5
1990,48.3
1991,69.4
1992,69
1993,64.5
1994,49
1995,130
1996,66.7
1998,110
1999,70.2
2000,55.2
2001,76.6
