UF,SP
Cidade,PIRAPOZINHO
Nome Posto,PIRAPOZINHO
Latitude,-22.266666666666666
Longitude,-51.5
Codigo,2251011
Qtd. Anos,63
Ano,Maxima
1947,115
1948,46
1949,54.2
1951,100
1952,75
1953,54
1954,90
1955,68
1956,70
1957,73.5
1962,72.5
1963,82
1964,247
1965,90.9
1966,74.5
1967,45.5
1968,78.3
1969,91
1970,96
1971,83.5
1972,112
1973,106.9
1974,98.4
1975,93.2
1976,70.7
1977,60.6
1978,192.4
1979,66.3
1980,188
1981,99.8
1982,84
1983,69.3
1984,78.3
1985,67.3
1986,90.7
1987,134.1
1988,44.9
1989,88.7
1990,122.9
1991,110.5
1992,105.4
1993,44
1994,93.4
1995,69
1996,59.8
1997,70.2
1998,72
1999,82.5
2000,58.8
2001,51.6
2002,87
2003,86
2004,52.5
2005,105.1
2006,134.5
2007,82.7
2008,91
2009,94.3
2010,89.2
2011,59.5
2012,116
2013,72.2
2014,58.8
