UF,SP
Cidade,ITUVERAVA
Nome Posto,ITUVERAVA
Latitude,-20.333333333333332
Longitude,-47.766666666666666
Codigo,2047067
Qtd. Anos,76
Ano,Maxima
1943,10.4
1944,65
1945,99.2
1946,60.1
1947,86.1
1948,75
1949,80.5
1950,80.8
1951,49.3
1952,53
1953,90
1954,77.2
1955,62
1956,66.5
1957,58.7
1958,92.5
1959,63.5
1960,78.3
1961,73
1962,48.2
1963,77.5
1964,78.2
1965,89.8
1966,86.9
1967,61
1968,63.1
1969,126.7
1970,78.5
1971,78.9
1972,79.9
1973,64.5
1974,50.1
1975,86.5
1976,82.8
1977,60.7
1978,157.6
1979,96
1980,108.7
1981,76.1
1982,93.8
1983,98.4
1984,97.7
1985,119.9
1986,87.4
1987,64.7
1988,78.1
1989,130.2
1990,89.5
1991,93.8
1992,103
1993,81.1
1994,76.2
1995,113.6
1996,63.7
1997,159
1998,53.6
1999,89
2000,122.3
2001,90.3
2002,71.6
2003,100
2004,89.8
2005,74.6
2006,106.5
2007,98.7
2008,84
2009,59.7
2010,138
2011,81.5
2012,70
2013,64.1
2014,54
2015,83.3
2016,117.5
2017,65.6
2018,85
