UF,SP
Cidade,GUAICARA
Nome Posto,GUAICARA
Latitude,-21.616666666666667
Longitude,-49.8
Codigo,2149017
Qtd. Anos,81
Ano,Maxima
1937,68.9
1938,73.3
1939,55.8
1940,106.1
1941,82.6
1942,62.6
1943,59.3
1944,110.3
1945,56.4
1946,75.4
1947,88.2
1948,61.8
1949,99.3
1950,60.6
1951,60.9
1952,85.2
1953,81.3
1954,96.1
1955,98.8
1956,61.2
1957,270.2
1958,150.9
1959,55.6
1960,80.5
1961,79.1
1962,97.7
1963,59.9
1964,50.7
1965,60
1966,80.3
1967,81.2
1968,94.1
1969,137
1970,84.8
1971,83.1
1972,90.1
1973,70.7
1974,76.7
1975,70
1976,75
1977,110.2
1978,86.3
1979,75.4
1980,148.5
1981,84.2
1982,94.3
1983,82.9
1984,51.7
1985,72.3
1986,58.6
1987,71.3
1988,95.3
1989,87.2
1990,60.2
1991,64.2
1992,128.1
1993,112.4
1994,134.2
1995,64.3
1996,59.1
1997,79.9
1998,84.7
1999,61.4
2000,63.5
2001,82
2002,54.2
2003,69.5
2004,47.5
2005,66.6
2006,99.7
2007,94
2008,111
2009,128.9
2010,60
2011,53
2012,53.8
2013,41.3
2014,61
2015,80.6
2016,33.2
2017,31.6
