UF,SP
Cidade,PONTAL
Nome Posto,DESENGANO
Latitude,-20.999166666666667
Longitude,-48.02444444444444
Codigo,2048033
Qtd. Anos,54
Ano,Maxima
1966,82.2
1967,74.2
1968,80.4
1969,37
1970,79.2
1971,90.4
1972,96
1973,102
1974,74.6
1975,108.4
1976,88
1977,70
1978,105.2
1979,73
1980,79.4
1981,116
1982,81.1
1983,66.7
1984,81.6
1985,77.2
1986,115
1987,77.2
1988,67.4
1989,70
1990,70
1991,79
1992,58.5
1993,91
1994,88
1995,85.4
1996,93.7
1997,207.2
1998,87
1999,91
2000,97.4
2001,76.8
2002,201.2
2003,119.2
2004,121.5
2005,119
2006,96.5
2007,78.1
2008,28.2
2009,89.7
2010,103.3
2011,96
2012,102
2013,71.1
2014,49.5
2015,78.5
2016,61
2017,60
2018,58.8
2019,51.5
