UF,SP
Cidade,COROADOS
Nome Posto,COROADOS
Latitude,-21.35
Longitude,-50.28333333333333
Codigo,2150019
Qtd. Anos,71
Ano,Maxima
1944,80
1945,80
1946,64
1947,84.5
1948,80
1949,75.1
1950,35
1951,92.4
1952,68
1953,55.3
1954,85.8
1955,86
1956,79.2
1957,68.5
1958,110
1959,68.3
1960,94.5
1961,87.5
1962,98.3
1963,57.5
1964,65
1965,69.1
1966,66.4
1967,100.3
1968,78.2
1969,42.8
1970,72.2
1971,48
1972,126.1
1973,64
1974,80.9
1975,85.7
1976,107.6
1977,95.4
1978,88.5
1979,67.9
1980,50.2
1981,60.8
1982,74.7
1983,72.3
1984,75.6
1985,53.5
1986,70.3
1987,76.3
1988,102.8
1989,61.5
1990,52.2
1991,65
1992,65.2
1993,43.7
1994,92.1
1995,60.8
1996,79.2
1997,94.6
1998,72
1999,55.7
2000,81.8
2001,80.5
2002,52.2
2003,57
2004,70.3
2005,123
2006,74.3
2007,72.1
2008,87.5
2009,120.5
2010,106.7
2011,80
2012,97.7
2013,76.4
2014,55.8
