UF,SP
Cidade,SAO JOSE DOS CAMPOS
Nome Posto,AGUA SOCA
Latitude,-23.05
Longitude,-45.9
Codigo,2345152
Qtd. Anos,58
Ano,Maxima
1943,45
1944,50.7
1945,94.6
1946,67.1
1947,74.1
1948,58.2
1949,76.4
1950,60.7
1951,69
1952,90.5
1953,62.3
1954,50.5
1955,71
1956,58
1957,74.2
1958,69
1959,59.3
1960,36.4
1961,140
1962,143.2
1963,50.2
1964,60
1965,90
1966,90.5
1967,60
1968,60
1969,60
1970,80.5
1971,76.1
1972,92
1973,97.9
1974,79.9
1975,63.5
1976,61.9
1977,61.7
1978,75.8
1979,56.2
1980,66.9
1981,62.8
1982,67
1983,73.7
1984,54.7
1985,61.2
1986,52.1
1987,66.3
1988,74.7
1989,56
1990,77.6
1991,104.1
1992,85.3
1993,92
1994,62
1995,82.2
1996,97
1997,55.5
1998,41.7
1999,128.3
2000,55
