UF,SP
Cidade,SANTO ANTONIO DA ALEGRIA
Nome Posto,SANTO ANTONIO DA ALEGRIA
Latitude,-21.1
Longitude,-47.15
Codigo,2147003
Qtd. Anos,75
Ano,Maxima
1936,145.5
1937,127.3
1938,56.2
1939,168
1940,73.3
1941,50.9
1942,85.8
1943,103.2
1944,85.7
1945,60.4
1946,100.2
1947,134
1948,81
1949,110
1950,67
1951,49.2
1952,64.4
1953,41
1954,42
1959,31.5
1960,72
1961,81.1
1962,74.7
1963,62.1
1964,53.3
1965,84.5
1966,126.5
1967,143
1968,52
1969,54.5
1970,74.3
1971,88.5
1972,84.6
1973,151
1974,57.6
1975,87.4
1976,66.4
1977,74.9
1978,62.6
1979,76.3
1980,75
1981,108.5
1982,68.1
1983,140.8
1984,68.2
1985,83
1986,75.4
1987,85.4
1988,100.5
1989,83.6
1990,55.7
1991,81
1992,85
1993,57.7
1994,50.8
1995,77.8
1996,66.5
1997,63.3
1998,66.2
1999,96.8
2000,100
2001,56.6
2002,56
2003,76
2004,127
2005,106.7
2006,84.4
2007,69
2008,103.2
2009,108
2010,75
2011,85.6
2012,82
2013,67.5
2014,42.4
