UF,SP
Cidade,CACAPAVA
Nome Posto,CACAPAVA
Latitude,-23.07777777777778
Longitude,-45.71138888888889
Codigo,2345063
Qtd. Anos,91
Ano,Maxima
1929,49
1930,71.2
1931,97.2
1932,71.2
1933,71.5
1934,60.3
1935,115.4
1936,80.8
1937,76.9
1938,63.4
1939,51.2
1940,73.8
1941,64.3
1942,45.4
1943,50.5
1944,41.2
1945,80.1
1946,45.2
1947,61
1948,66.2
1949,79.2
1950,63.5
1951,112.1
1952,46.2
1953,62.3
1954,59.6
1955,72.6
1956,73.2
1957,77.4
1958,85.2
1959,63.2
1960,68
1961,46
1962,82.6
1963,74.1
1964,44.4
1965,65
1966,92
1967,56
1968,83.6
1969,46
1970,62.8
1971,51.6
1972,61
1973,144.8
1974,72.2
1975,78.4
1976,63.6
1977,92.2
1978,42.3
1979,95
1980,49.3
1981,32
1982,42
1983,77.6
1984,50.6
1985,70.8
1986,92
1987,60.5
1988,71.6
1989,50
1990,58.6
1991,68
1992,41.4
1993,50.8
1994,121.7
1995,164.5
1996,64.1
1997,68.8
1998,55.5
1999,50.3
2000,60.1
2001,56.7
2002,59.4
2003,59.2
2004,37.3
2005,52.3
2006,68.2
2007,34
2008,47.6
2009,111
2010,42.1
2011,69
2012,61.2
2013,123.7
2014,41
2015,42.3
2016,30
2017,30.1
2018,46.3
2019,35.2
