UF,SP
Cidade,VALPARAISO
Nome Posto,VALPARAISO
Latitude,-21.25
Longitude,-50.86666666666667
Codigo,2150061
Qtd. Anos,71
Ano,Maxima
1944,70.5
1945,82.3
1946,50.4
1947,43.2
1948,46.6
1949,80.7
1950,46.1
1951,85
1952,46
1953,49.4
1954,46.9
1955,41.6
1956,43.6
1957,38
1958,105.7
1959,88.5
1960,121.2
1961,92
1962,54.5
1963,35
1964,59.8
1965,68.6
1966,52
1967,75.8
1968,75
1969,58.5
1970,57.5
1971,81.4
1972,116.3
1973,89.2
1974,108.9
1975,67.3
1976,78.3
1977,63.3
1978,70.1
1979,77.2
1980,81.6
1981,71.3
1982,80.1
1983,90.6
1984,83
1985,100
1986,68.1
1987,72.7
1988,62.6
1989,89.1
1990,66.1
1991,75.3
1992,70
1993,59.2
1994,98
1995,76.6
1996,124.1
1997,105
1998,84.3
1999,81
2000,78.8
2001,61.6
2002,73.4
2003,81
2004,100.8
2005,107.3
2006,60
2007,92.5
2008,54.4
2009,147.4
2010,80
2011,111.7
2012,100.1
2013,77
2014,76.2
