UF,SP
Cidade,PIRACICABA
Nome Posto,FAZENDA SAO PEDRO
Latitude,-22.75
Longitude,-47.45
Codigo,2247039
Qtd. Anos,59
Ano,Maxima
1953,50.3
1954,91
1955,105
1956,63
1957,84.5
1958,93.6
1959,79
1960,140.5
1961,102.6
1962,164.3
1963,84
1964,77.4
1965,91.6
1966,125
1967,98
1968,72
1969,68
1970,96
1971,70
1972,101.5
1973,49.8
1974,65.2
1975,59.1
1976,67.7
1977,61.4
1978,107.5
1979,75.1
1980,81.3
1981,58.5
1982,56.5
1983,73.6
1984,64.6
1985,99.8
1986,43.4
1987,71.4
1988,69.2
1989,107
1990,83
1991,75.1
1992,63.6
1993,72.4
1994,120
1995,106
1996,94
1997,130.5
1998,70
1999,90
2000,110
2001,70
2002,75
2003,50.9
2007,45.9
2008,48
2009,70
2010,87.7
2011,59.1
2012,73.5
2013,73.5
2014,102.2
