UF,SP
Cidade,PIRASSUNUNGA
Nome Posto,GOVERNADOR FERNANDO COSTA
Latitude,-21.966666666666665
Longitude,-47.46666666666667
Codigo,2147042
Qtd. Anos,54
Ano,Maxima
1947,77
1948,83
1949,94
1950,14
1951,248
1952,68
1953,53
1954,55
1955,75
1956,114.5
1957,54
1958,92.5
1959,78
1960,76.2
1961,81.1
1962,106
1963,93.1
1964,81.3
1965,78.5
1966,86.1
1967,82.4
1968,59.3
1969,78.6
1970,80
1971,72.8
1972,99.5
1973,68.4
1974,82.7
1975,86.2
1976,92.4
1977,89.2
1978,58.2
1979,84.1
1980,83.2
1981,92.5
1982,71.8
1983,100.1
1984,49.6
1985,75.4
1986,118.3
1987,175.3
1988,54.6
1989,99.1
1990,82.6
1991,79.8
1992,66.6
1993,75.5
1994,61.7
1995,95.1
1996,88.3
1997,55.4
1998,55.4
1999,77.2
2000,91.3
