UF,SP
Cidade,VINHEDO
Nome Posto,VINHEDO
Latitude,-23.033333333333335
Longitude,-46.96666666666667
Codigo,2346003
Qtd. Anos,60
Ano,Maxima
1936,98.5
1937,67
1938,80
1939,52.3
1940,170.5
1941,57.6
1942,58.4
1943,92.1
1944,40.6
1945,98.2
1946,63
1947,88
1948,49
1949,91.1
1950,110.2
1951,42
1952,50
1953,53.5
1954,60.3
1955,81.5
1956,65.3
1957,70
1958,119.8
1959,57
1960,63.5
1961,50
1962,80.2
1963,70
1964,66
1965,67.1
1966,102.5
1967,61
1968,39.4
1969,138
1970,210
1971,50.3
1972,91.3
1973,95.5
1974,90.3
1975,76.1
1976,99.4
1977,69.7
1978,91
1979,76.6
1980,60.8
1981,58.4
1982,135.5
1983,93.9
1984,84.5
1985,60.7
1986,80.2
1987,97.7
1988,85.2
1989,57.6
1990,69
1991,98.5
1992,82
1993,70.3
1994,132.4
1995,110.1
