UF,SP
Cidade,MOGI DAS CRUZES
Nome Posto,VARINHAS
Latitude,-23.586388888888887
Longitude,-46.255833333333335
Codigo,2346103
Qtd. Anos,57
Ano,Maxima
1963,70.2
1964,59.2
1965,70.2
1966,65.4
1967,36.6
1968,63.6
1969,66.8
1970,91
1971,171.7
1972,36.6
1973,59.4
1974,47.4
1975,61.8
1976,91.4
1977,109
1978,83.8
1979,82
1980,100.8
1981,90.2
1982,82
1983,135.3
1984,56.4
1985,98.6
1986,56.8
1987,67.8
1988,46.3
1989,121.3
1990,118.3
1991,75.2
1992,84.1
1993,58.5
1994,77.3
1995,80.3
1996,91.7
1997,87.5
1998,63.1
1999,60.3
2000,80.5
2001,84.4
2002,63.1
2003,52.6
2004,82.6
2005,99.8
2006,59.4
2007,68
2008,72.3
2009,66.8
2010,60.7
2011,73.6
2012,72.3
2013,77.1
2014,122.7
2015,122.7
2016,73.8
2017,79
2018,69.3
2019,138.8
