UF,SP
Cidade,SAO MIGUEL ARCANJO
Nome Posto,SANTA CRUZ DOS MOTAS
Latitude,-23.733333333333334
Longitude,-47.93333333333333
Codigo,2347149
Qtd. Anos,43
Ano,Maxima
1972,69.6
1973,74.1
1974,63.1
1975,84.8
1976,98.8
1977,78
1978,87.3
1979,64.9
1980,96.1
1981,69.6
1982,71
1983,66.5
1984,53.6
1985,46.4
1986,71
1987,74.5
1988,77.6
1989,90.3
1990,116.3
1991,94.8
1992,86.7
1993,79.4
1994,57.1
1995,56.6
1996,122.1
1997,91.3
1998,80.8
1999,70.5
2000,55
2001,106.9
2002,60.7
2003,93.3
2004,285
2005,94.6
2006,81.4
2007,65.3
2008,60.8
2009,85.6
2010,64.3
2011,47.2
2012,72
2013,76.7
2014,107.3
