UF,SP
Cidade,OURINHOS
Nome Posto,FAZENDA LAJEADINHO
Latitude,-22.999722222222225
Longitude,-49.833333333333336
Codigo,2249058
Qtd. Anos,66
Ano,Maxima
1949,56
1950,73
1951,52.5
1952,168.3
1953,70.5
1954,92
1955,96.5
1956,66.5
1957,50
1958,75
1959,90
1960,84
1961,60.1
1962,76.6
1963,164.1
1964,104
1965,76
1966,91
1967,68
1968,75
1969,87.2
1970,90.5
1971,133.7
1972,93.6
1973,77.5
1974,67.3
1975,64.6
1976,92.7
1977,62.3
1978,91.5
1979,74.6
1980,56
1981,75.3
1982,64.9
1983,87.5
1984,75.2
1985,53
1986,64.3
1987,75.7
1988,74.5
1989,90.8
1990,80.7
1991,166.3
1992,79
1993,64
1994,112
1995,67.6
1996,76.5
1997,94.8
1998,75.4
1999,126.5
2000,65
2001,56.5
2002,120
2003,96.5
2004,108
2005,110
2006,59.2
2007,69.8
2008,99.7
2009,91
2010,54.7
2011,89.5
2012,196.2
2013,115.6
2014,121.5
