UF,SP
Cidade,ALVARO DE CARVALHO
Nome Posto,ALVARO DE CARVALHO
Latitude,-22.083333333333332
Longitude,-49.71666666666667
Codigo,2249066
Qtd. Anos,48
Ano,Maxima
1971,90.6
1972,74.6
1973,49.5
1974,61.5
1975,74.5
1976,95.4
1977,133.7
1978,60.1
1979,115.4
1980,107.2
1981,61.7
1982,69
1983,82
1984,43.6
1985,54.3
1986,78
1987,120.3
1988,101.9
1989,95.5
1990,73.5
1991,85
1992,85.3
1993,69.7
1994,98.3
1995,63.3
1996,99
1997,85
1998,52
1999,80.5
2000,104
2001,80.3
2002,141.5
2003,76.3
2004,87.7
2005,90
2006,78.5
2007,81.5
2008,70.1
2009,87.4
2010,16.1
2011,108.6
2012,89.1
2013,98.1
2014,65.1
2015,97.3
2016,62.5
2017,83
2018,64.5
