UF,SP
Cidade,LORENA
Nome Posto,FAZENDA SANTO ANTONIO
Latitude,-22.75
Longitude,-45.05
Codigo,2245060
Qtd. Anos,44
Ano,Maxima
1957,50.5
1958,112.3
1959,79.5
1960,76.9
1961,77.2
1962,67.2
1963,50.7
1964,60.5
1965,54.2
1966,64.2
1967,80.4
1968,80.2
1969,64.4
1970,103.5
1971,84.1
1972,54.6
1973,69.3
1974,89.3
1975,72.1
1976,50
1977,73.6
1978,64.5
1979,52.1
1980,108.7
1981,51.4
1982,46.5
1983,58.6
1984,184.9
1985,65.3
1986,79.2
1987,39.7
1988,76.5
1989,86.5
1990,49.2
1991,67.1
1992,96.5
1993,93.3
1994,51.2
1995,68.7
1996,72.3
1997,54.5
1998,49.8
1999,48.7
2000,47.2
