UF,SP
Cidade,ROSEIRA
Nome Posto,FAZENDA SAO JOAO
Latitude,-22.933333333333334
Longitude,-45.31666666666667
Codigo,2245061
Qtd. Anos,43
Ano,Maxima
1957,46.2
1958,81.4
1959,40.3
1960,65
1961,69.2
1962,75.4
1963,62.2
1964,79.5
1965,50
1966,90.5
1967,80.9
1968,82.4
1969,90.8
1970,130.6
1971,74.8
1972,67.9
1973,66.8
1974,69.6
1975,89.4
1976,61.8
1977,139.3
1978,78
1979,112.2
1980,75.9
1981,59.2
1982,111.2
1983,68.2
1984,44.6
1985,104.5
1986,52.9
1987,91.8
1988,108.9
1989,94.6
1990,112.1
1991,85.4
1992,75.8
1993,89.2
1994,76.5
1995,124.1
1996,74.2
1997,104.2
1998,87.2
1999,98.5
