UF,SP
Cidade,PIRACAIA
Nome Posto,PIRACAIA
Latitude,-23.052222222222223
Longitude,-46.36527777777778
Codigo,2346094
Qtd. Anos,78
Ano,Maxima
1942,52
1943,70.4
1944,57.5
1945,87.4
1946,65.2
1947,60.2
1948,72.5
1949,76.2
1950,55.2
1951,104.3
1952,62.3
1953,51.3
1954,63.3
1955,72.3
1956,45.3
1957,64.3
1958,58
1959,79.6
1960,84.6
1961,97.4
1962,82.4
1963,61.4
1964,98.4
1965,53.4
1966,70.4
1967,56.4
1968,75.6
1969,45.6
1970,71.8
1971,130.2
1972,55.2
1973,71.8
1974,55.8
1975,77.4
1976,56.4
1977,85.6
1978,85.6
1979,85.4
1980,63.6
1981,104.6
1982,115.6
1983,53.2
1984,75.2
1985,67.8
1986,59.4
1987,73.6
1988,65.8
1989,777.7
1990,59.1
1991,79.3
1992,32.9
1993,59.2
1994,68.5
1995,59.1
1996,56.7
1997,66.8
1998,71.4
1999,40.9
2000,38.2
2001,64.7
2002,47.1
2003,48.9
2004,47.3
2005,104.4
2006,61.7
2007,42.8
2008,64.1
2009,73.5
2010,383.2
2011,454.1
2012,85.5
2013,65.7
2014,55
2015,65
2016,85
2017,27.8
2018,22.2
2019,18.2
