UF,SP
Cidade,ITARIRI
Nome Posto,ANA DIAS
Latitude,-24.3
Longitude,-47.06666666666667
Codigo,2447014
Qtd. Anos,45
Ano,Maxima
1949,114.4
1952,89
1953,107
1954,90.5
1955,104.1
1956,155
1957,91.2
1958,151.1
1959,130.3
1960,136
1961,216
1962,99
1963,310.5
1964,159
1965,87
1966,246
1967,97.8
1968,89
1969,214
1970,97.3
1971,234.5
1972,180.5
1973,473.7
1974,94.1
1975,200.2
1976,202.1
1977,81.4
1978,138.6
1979,116.5
1980,286
1981,132.2
1982,75.2
1983,171.3
1984,170.6
1985,144.5
1986,189.6
1987,110
1988,119.6
1989,249.7
1990,60.3
1991,65.3
1992,79.7
1993,80.5
1994,172.1
1995,115.6
