UF,SP
Cidade,MARILIA
Nome Posto,MARILIA
Latitude,-22.216666666666665
Longitude,-49.93333333333333
Codigo,2249008
Qtd. Anos,76
Ano,Maxima
1939,82.2
1940,60
1941,60.3
1942,113.5
1943,63
1944,91.3
1945,63.3
1946,61
1947,118.3
1948,75
1949,116.2
1950,62
1951,90
1952,71
1953,100.2
1954,110.5
1955,60.5
1956,79
1957,79.3
1958,67.6
1959,56
1960,56
1961,70
1962,89.7
1963,84.2
1964,73.2
1965,89.2
1966,91.8
1967,77.3
1968,95
1969,148.5
1970,64
1971,79
1972,130.2
1973,99.4
1974,56.4
1975,80.3
1976,189.8
1977,215
1978,78.1
1979,130.1
1980,63
1981,118
1982,116.6
1983,106.8
1984,103.4
1985,81.3
1986,76.2
1987,93.2
1988,145.5
1989,96.7
1990,82.3
1991,80.3
1992,93.9
1993,72.9
1994,89.3
1995,101.5
1996,64.9
1997,115.9
1998,83.5
1999,95.6
2000,145.6
2001,85.6
2002,62.4
2003,78.6
2004,61.1
2005,59.1
2006,110
2007,96.2
2008,87.2
2009,102.2
2010,86.6
2011,92
2012,74
2013,62
2014,84
