UF,SP
Cidade,PEDERNEIRAS
Nome Posto,GUAIANAS
Latitude,-22.316666666666666
Longitude,-48.88333333333333
Codigo,2248015
Qtd. Anos,80
Ano,Maxima
1937,27
1938,56.3
1939,50.4
1940,101.5
1941,105.2
1942,108.3
1943,125
1944,43.3
1945,85.6
1946,80.7
1947,95.3
1948,60.8
1949,140.2
1950,78.5
1951,60.2
1952,35
1953,30
1954,50
1955,100
1956,56.1
1957,74
1958,64
1959,60.4
1962,30
1963,38
1964,38
1965,70
1966,70.2
1967,62
1968,51.3
1969,56
1970,108
1971,80.9
1972,110.9
1973,70.4
1974,116.5
1975,111.1
1976,84.1
1977,94.7
1978,66
1979,66
1980,140
1981,65.9
1982,81.4
1983,70.7
1984,53.1
1985,62
1986,59.3
1987,90
1988,63
1989,73.1
1990,76.6
1991,61.7
1992,59.8
1993,75.6
1994,55.6
1995,126.7
1996,66.3
1997,70.5
1998,83.5
1999,98.5
2000,64.9
2001,70.9
2002,87.4
2003,70
2004,80.7
2005,105
2006,64.6
2007,61.4
2008,90
2009,66
2010,82.5
2011,92
2012,66.6
2013,123
2014,62
2015,60
2016,107
2017,86.6
2018,76
