UF,SP
Cidade,GUAIRA
Nome Posto,FAZENDA BREJINHO DAS ANTAS
Latitude,-20.35
Longitude,-48.3
Codigo,2048006
Qtd. Anos,42
Ano,Maxima
1969,104.6
1970,51.2
1971,103.6
1972,94.9
1973,117
1974,64.8
1975,108
1976,82
1977,65.4
1978,101.2
1979,92.5
1980,107.4
1981,123
1982,95.1
1983,222.9
1984,82.2
1985,84.2
1986,67.5
1987,54.3
1988,73.4
1989,58.4
1990,61.4
1991,75.6
1992,74.4
1993,61.8
1994,98.4
1995,172.3
1996,123.6
1997,108.3
1998,79.3
1999,57.6
2000,87.2
2001,54.8
2002,67.3
2003,113.6
2005,94.7
2009,87.9
2010,71
2011,63.6
2012,71.3
2013,85.5
2014,40.3
