UF,SP
Cidade,TABAPUA
Nome Posto,TABAPUA
Latitude,-20.983333333333334
Longitude,-49.016666666666666
Codigo,2049029
Qtd. Anos,58
Ano,Maxima
1957,77.4
1958,68.4
1959,114.5
1960,84.5
1961,85.3
1962,135.5
1963,67.3
1964,105.4
1965,58.6
1966,76.5
1967,68.1
1968,61
1969,92.4
1970,78.5
1971,85.2
1972,73.8
1973,67.4
1974,67.2
1975,96.3
1976,102.1
1977,81.9
1978,78.2
1979,71.5
1980,86.6
1981,69
1982,165.9
1983,87
1984,53.7
1985,70.7
1986,111.2
1987,64.6
1988,117.7
1989,85.2
1990,51
1991,72.4
1992,83.5
1993,78
1994,78.3
1995,85.6
1996,63
1997,71
1998,49.4
1999,51.9
2000,94.5
2001,112.8
2002,81.4
2003,70.6
2004,98.8
2005,72.7
2006,69
2007,89.8
2008,49.4
2009,110.5
2010,51
2011,70.2
2012,61.5
2013,136
2014,63.7
