UF,SP
Cidade,AMPARO
Nome Posto,ARCADAS
Latitude,-22.716666666666665
Longitude,-46.833333333333336
Codigo,2246024
Qtd. Anos,44
Ano,Maxima
1939,58.8
1940,97.5
1941,67.5
1942,19.5
1961,39.6
1962,71.5
1963,111
1964,69
1965,55
1966,70
1967,86.5
1968,81
1969,53.2
1970,96
1971,63.2
1972,65.7
1973,79
1974,103.7
1975,73
1976,93.5
1977,97.8
1978,81.8
1979,45.9
1980,114.5
1981,55.2
1988,103.7
1989,70
1990,120
1991,74.6
2004,63.2
2005,164.6
2006,95.4
2007,74.7
2008,91.4
2009,91.6
2010,72.6
2011,97.8
2012,81.2
2013,64.3
2014,65
2015,102.9
2016,69.2
2017,68.1
2018,33.1
