UF,SP
Cidade,TEODORO SAMPAIO
Nome Posto,FAZENDA ROSANELA
Latitude,-22.566666666666666
Longitude,-52.416666666666664
Codigo,2252034
Qtd. Anos,46
Ano,Maxima
1969,46.8
1970,53.6
1971,83.6
1972,114.2
1973,63
1974,69.2
1975,135.7
1976,61
1977,92.9
1978,66
1979,80.7
1980,85.7
1981,70.5
1982,79.4
1983,119
1984,69.4
1985,75.8
1986,149.2
1987,151.2
1988,42.8
1989,69.7
1990,65.8
1991,58.8
1992,73.8
1993,69.7
1994,66.5
1995,149
1996,88.6
1997,83.5
1998,96.5
1999,77.5
2000,73.7
2001,87.5
2002,75.1
2003,105
2004,74.4
2005,69.5
2006,92.4
2007,75.8
2008,63.7
2009,70
2010,91
2011,162.1
2012,159
2013,111
2014,59
