UF,SP
Cidade,IPORANGA
Nome Posto,SERRA DOS MOTAS
Latitude,-24.55
Longitude,-48.68333333333333
Codigo,2448057
Qtd. Anos,47
Ano,Maxima
1972,77
1973,69
1974,52
1975,79.7
1976,104.3
1977,78.2
1978,74.5
1979,52.9
1980,55.9
1981,111.8
1982,72.7
1983,91.1
1984,51.1
1985,83.3
1986,116.1
1987,79.5
1988,61.8
1989,63.5
1990,63.7
1991,42.6
1992,72.7
1993,68.3
1994,72
1995,69.3
1996,73.3
1997,63.6
1998,95
1999,137.3
2000,64.8
2001,67.6
2002,63.5
2003,79.5
2004,78.4
2005,78.7
2006,90.2
2007,62.2
2008,58.7
2009,95.2
2010,87.6
2011,67.2
2012,75.4
2013,90
2014,54.7
2015,64
2016,93.5
2017,68.8
2018,55.3
