UF,SP
Cidade,LENCOIS PAULISTA
Nome Posto,LENCOIS PAULISTA
Latitude,-22.6
Longitude,-48.78333333333333
Codigo,2248024
Qtd. Anos,46
Ano,Maxima
1951,126.2
1952,63
1953,47
1954,81
1955,105
1956,73
1957,62.5
1958,90.5
1959,60.8
1960,80.9
1961,37.4
1963,73
1964,65.4
1965,110.5
1966,83.7
1967,99.2
1968,66.7
1969,55.2
1970,77.1
1971,79.7
1972,93.2
1973,75.8
1974,92.7
1975,99.1
1976,83.8
1977,98.1
1978,83.1
1979,62
1980,91.6
1981,74.6
1982,120.3
1983,80.3
1984,93
1985,79
1986,76
1987,91
1988,90.2
1989,74
1990,78.5
1991,57
1992,68.3
1993,112
1994,78.5
1995,60.5
1996,48.1
1997,40.8
