UF,SP
Cidade,PIRACAIA
Nome Posto,CRIOULOS
Latitude,-23.066666666666666
Longitude,-46.3
Codigo,2346334
Qtd. Anos,48
Ano,Maxima
1970,9.8
1971,39.6
1972,66
1973,64.3
1974,41.4
1975,93.5
1976,65.6
1977,116.5
1978,55
1979,60.3
1980,58.8
1981,68.6
1982,133.5
1983,64.9
1984,41.1
1985,37.5
1986,25.7
1987,90
1988,96.2
1989,68
1990,83.4
1991,101.5
1992,72.2
1993,61
1994,64.1
1995,72.1
1996,72.9
1997,55.4
1998,62.7
1999,113.9
2000,80
2001,95.4
2002,70
2003,51.5
2004,86.5
2006,40.3
2007,0.5
2008,2.3
2009,80
2010,127.4
2011,150.2
2012,69.5
2013,57
2014,68.4
2015,81.5
2016,90
2017,88
2018,35
