UF,SP
Cidade,JABOTICABAL
Nome Posto,USINA SANTA ADELIA
Latitude,-21.333333333333332
Longitude,-48.31666666666667
Codigo,2148160
Qtd. Anos,59
Ano,Maxima
1937,90
1938,74.8
1939,55.2
1940,92
1941,127.7
1942,122.7
1943,124
1963,28.5
1964,69
1965,59
1966,96
1967,88
1968,47.2
1969,67
1970,74.1
1971,57.6
1972,117.5
1973,82.3
1974,78.9
1975,82
1976,70.7
1977,83.3
1978,98
1979,119.2
1980,69.5
1981,72.2
1982,81
1983,100
1984,81.2
1985,76.5
1986,98
1987,60
1988,96
1989,82
1990,85.3
1991,84
1992,76.7
1993,57.8
1994,73.3
1995,127.6
1996,52.5
1997,104
1998,71.2
1999,124
2000,127.5
2001,89.7
2002,72.6
2003,52.2
2004,82.2
2005,63
2006,83.2
2007,124.6
2008,59.6
2009,82.6
2010,98.4
2011,80.8
2012,56
2013,95
2014,66.8
