UF,SP
Cidade,CACHOEIRA PAULISTA
Nome Posto,CACHOEIRA PAULISTA
Latitude,-22.666666666666668
Longitude,-45.016666666666666
Codigo,2245008
Qtd. Anos,48
Ano,Maxima
1937,80.8
1938,37.2
1955,59.2
1956,72.2
1957,95.9
1958,87.5
1959,85.8
1960,58.5
1961,68.2
1962,57.6
1963,90.1
1964,107.5
1965,82.9
1966,96.5
1967,116
1968,91.8
1969,74.6
1970,52.2
1971,50.7
1972,71.5
1973,106
1974,93
1975,80
1976,76.8
1977,77.8
1978,94.5
1979,121.1
1980,91.2
1981,84.3
1982,98.8
1983,73.2
1984,92
1985,115.3
1986,70
1987,46.3
1988,53.9
1989,50.9
1990,42.1
1991,97.8
1992,72.7
1993,44
1994,62.4
1995,50.8
1996,81.4
1997,86.3
1998,54.3
1999,80.7
2000,125.2
