UF,SP
Cidade,OSVALDO CRUZ
Nome Posto,OSVALDO CRUZ
Latitude,-21.8
Longitude,-50.86666666666667
Codigo,2150032
Qtd. Anos,56
Ano,Maxima
1953,57
1954,97.1
1955,93.5
1956,64.5
1957,56
1958,92.4
1959,118.8
1960,118.8
1967,76.3
1968,83.4
1969,72.5
1970,57.1
1971,77.2
1972,84.7
1973,85.4
1974,65.4
1975,68.7
1976,78
1977,80.2
1978,68.3
1979,49.2
1980,75.2
1981,66.1
1982,98.1
1983,104.7
1984,104.3
1985,46.6
1986,76.7
1987,131.5
1988,122.1
1989,90.7
1990,115.7
1991,110.7
1992,170.1
1993,106.5
1994,90
1995,125.4
1996,69
1997,84.7
1998,135.5
1999,63.7
2000,84.3
2001,90.5
2002,63.1
2003,52.5
2004,86.8
2005,130.2
2006,109.3
2007,60
2008,51.6
2009,127.5
2010,89.4
2011,63
2012,80.9
2013,140.2
2014,65.1
