UF,SP
Cidade,BIRIGUI
Nome Posto,BIRIGUI
Latitude,-21.283333333333335
Longitude,-50.333333333333336
Codigo,2150015
Qtd. Anos,55
Ano,Maxima
1939,35
1940,72
1941,66
1942,64
1943,42
1944,54
1966,73.4
1967,93.5
1968,71.5
1969,78.2
1970,85.3
1971,58.8
1972,70
1973,66.5
1974,55.5
1975,68
1976,77.7
1977,101.5
1978,75
1979,55.5
1980,117.3
1981,52.9
1982,89
1983,84
1984,64.6
1985,57.9
1986,65.8
1987,80.7
1988,66.3
1989,80.5
1990,53.7
1991,75.1
1992,51.7
1993,49.2
1994,96.8
1995,51.6
1996,63.9
1997,91.1
1998,93
1999,138
2000,67.7
2001,52
2002,86.7
2003,103.2
2004,74.2
2005,72.3
2006,66.2
2007,77.3
2008,81.5
2009,83.1
2010,68.4
2011,105.5
2012,82.8
2013,93.2
2014,72.7
