UF,SP
Cidade,BURI
Nome Posto,BURI
Latitude,-23.8
Longitude,-48.583333333333336
Codigo,2348027
Qtd. Anos,51
Ano,Maxima
1951,46.8
1952,40.3
1953,91
1954,100.1
1955,71.3
1956,96.1
1957,69.1
1958,80.5
1959,76.9
1960,65.7
1961,76.6
1962,64.2
1963,75.2
1964,99.8
1965,67.4
1966,67.3
1967,63.3
1968,53.8
1969,62
1970,106
1971,87.5
1972,69.4
1973,76.2
1974,104.6
1975,50.7
1976,86.7
1977,70.1
1978,91.5
1979,51.7
1980,87.4
1981,78
1982,61.2
1983,92
1984,52.3
1985,42.5
1986,58.9
1987,85.4
1988,72.1
1989,114
1990,63.2
1991,76.4
1992,94.4
1993,43.5
1994,64
1995,35
1996,40.2
1997,95.2
1998,52
1999,38
2000,82
2001,16
