UF,SP
Cidade,SAO CARLOS
Nome Posto,FAZENDA SANTA BARBARA
Latitude,-22.1
Longitude,-47.983333333333334
Codigo,2247206
Qtd. Anos,37
Ano,Maxima
1978,95.5
1979,75.2
1980,119.2
1981,102.3
1982,75.3
1983,75.3
1984,86.3
1985,88.5
1986,106
1987,74.8
1988,74.9
1989,79.3
1990,102
1991,86.3
1992,115.1
1993,78.8
1994,55.1
1995,72.5
1996,91.3
1997,65.3
1998,79
1999,90.1
2000,104.9
2001,66.6
2002,97.8
2003,90.2
2004,85.2
2005,76.3
2006,74.1
2007,65.5
2008,55.5
2009,103.8
2010,91.5
2011,76
2012,69.8
2013,183.2
2014,38.2
