UF,SP
Cidade,RANCHARIA
Nome Posto,GARDENIA
Latitude,-22.633333333333333
Longitude,-50.9
Codigo,2250045
Qtd. Anos,47
Ano,Maxima
1972,86.2
1973,43
1974,41.8
1975,45.7
1976,48.7
1977,100.1
1978,158.3
1979,60
1980,86.5
1981,92.7
1982,70.3
1983,176.6
1984,68.5
1985,72.2
1986,76.9
1987,71.5
1988,105.8
1989,68.2
1990,94.5
1991,76.4
1992,64
1993,72.3
1994,55.9
1995,99.5
1996,75.1
1997,97.2
1998,82.4
1999,73.4
2000,137.6
2001,67.2
2002,133.3
2003,83.8
2004,75.2
2005,57.4
2006,79
2007,80
2008,47.8
2009,75.1
2010,56.6
2011,78
2012,141.4
2013,89
2014,75.3
2015,96.4
2016,68.5
2017,78.7
2018,98.5
