UF,SP
Cidade,JULIO MESQUITA
Nome Posto,FAZENDA CHANTEBLED
Latitude,-21.916666666666668
Longitude,-49.78333333333333
Codigo,2149030
Qtd. Anos,64
Ano,Maxima
1937,11.2
1938,92
1939,78
1940,78
1941,90
1942,115
1943,68
1944,69.4
1945,83.1
1946,79
1947,117.5
1948,51.5
1949,53.4
1950,70.3
1951,60
1952,45.7
1953,119.2
1954,89.3
1955,67.2
1956,68.6
1957,53.5
1958,62.2
1959,59.7
1960,56.2
1961,56.1
1962,77
1963,91.8
1964,52.2
1965,86.2
1966,79.7
1967,98.2
1968,75.6
1969,90.6
1970,74.6
1971,72.7
1972,75.5
1973,61.8
1974,61.5
1975,60.9
1976,63.7
1977,108
1978,80.6
1979,91.9
1980,130
1981,64.2
1982,76.5
1983,95.4
1984,65.8
1985,60
1986,76.7
1987,69
1988,80.5
1989,101
1990,70
1991,63.7
1992,69.5
1993,65.3
1994,66.6
1995,70.9
1996,73.4
1997,84.5
1998,98.8
1999,57.7
2000,56.5
