UF,SP
Cidade,LEME
Nome Posto,CRESCIUMAL
Latitude,-22.166666666666668
Longitude,-47.28333333333333
Codigo,2247005
Qtd. Anos,79
Ano,Maxima
1936,52.2
1937,68
1938,139
1939,102
1940,104.1
1941,61.4
1942,71.4
1943,99.1
1944,73.4
1945,68.2
1946,86
1947,64.4
1948,69.5
1949,62
1950,77
1951,101
1952,165
1953,55.5
1954,56.5
1955,72
1956,57.2
1957,72
1958,72
1959,82
1960,59.5
1961,60.4
1962,79.5
1963,96.4
1964,59.5
1965,80.5
1966,99
1967,121
1968,70
1969,69
1970,119.4
1971,48.4
1972,93.1
1973,57.3
1974,49.4
1975,78.5
1976,99
1977,49.3
1978,52.4
1979,63.8
1980,106.5
1981,77.9
1982,50.8
1983,122
1984,88.1
1985,79
1986,72.5
1987,114.3
1988,72.9
1989,122.9
1990,52.6
1991,69.8
1992,66
1993,51.5
1994,84
1995,82.2
1996,60.4
1997,69.8
1998,72.8
1999,100.2
2000,115.4
2001,71.7
2002,85.2
2003,41.1
2004,53.9
2005,47
2006,90.8
2007,138.9
2008,61.1
2009,67.7
2010,72.9
2011,90
2012,106
2013,71.5
2014,52
