UF,SP
Cidade,LIMEIRA
Nome Posto,LIMEIRA
Latitude,-22.566666666666666
Longitude,-47.36666666666667
Codigo,2247027
Qtd. Anos,50
Ano,Maxima
1965,47
1966,85.8
1967,57
1968,29.6
1969,60.5
1970,82.5
1971,66
1972,80.2
1973,87
1974,65.1
1975,75.7
1976,57.9
1977,58.7
1978,55.5
1979,50.5
1980,52.2
1981,55.7
1982,67.5
1983,96.1
1984,48.1
1985,67.8
1986,80.1
1987,80.8
1988,86.6
1989,67.4
1990,89
1991,91.3
1992,77.4
1993,91
1994,63.7
1995,72.9
1996,108
1997,58
1998,78
1999,73.7
2000,70
2001,90.7
2002,88
2003,77.4
2004,103.5
2005,93.6
2006,82
2007,68
2008,37
2009,66
2010,87
2011,105
2012,79
2013,88
2014,109.5
