UF,SP
Cidade,JARDINOPOLIS
Nome Posto,JARDINOPOLIS
Latitude,-21.016666666666666
Longitude,-47.766666666666666
Codigo,2147092
Qtd. Anos,72
Ano,Maxima
1942,67.5
1943,65
1945,82
1946,88.6
1947,101
1948,90.2
1949,71
1950,60
1951,90.5
1952,104
1953,54
1954,89.1
1955,50
1956,90.5
1957,54
1958,60
1959,99
1960,77
1961,70
1962,104
1963,80
1964,55
1965,54
1966,67.5
1967,80
1968,44
1969,80.8
1970,70
1971,85.1
1972,60.7
1973,75.2
1974,78.7
1975,96.4
1976,90.6
1977,82.5
1978,67.8
1979,62.5
1980,79.7
1981,115.6
1982,132.4
1983,108.4
1984,97.3
1985,87.6
1986,190.3
1987,54.9
1988,125.9
1989,137.5
1990,45.5
1991,82
1992,88
1993,62.8
1994,67.8
1995,85
1996,95.7
1997,69.2
1998,85.5
1999,53.4
2000,88.4
2001,56.5
2002,83.5
2003,88
2004,117.9
2005,104.9
2006,73.5
2007,90.5
2008,81.3
2009,65
2010,61
2011,74
2012,69
2013,59
2014,58.3
