UF,SP
Cidade,SAO MIGUEL ARCANJO
Nome Posto,TAQUARAL
Latitude,-24.05
Longitude,-47.999722222222225
Codigo,2447007
Qtd. Anos,55
Ano,Maxima
1960,39.8
1961,104.7
1962,94.2
1963,78.3
1964,95.8
1965,90.4
1966,80.3
1967,38.9
1968,110.5
1969,60.9
1970,51.4
1971,120.8
1972,85.5
1973,110
1974,82.1
1975,110.5
1976,110.3
1977,60.8
1978,82.1
1979,79.4
1980,76.5
1981,70.3
1982,55.3
1983,110.4
1984,83.9
1985,55
1986,83.5
1987,81.3
1988,72.7
1989,93.1
1990,62.5
1991,75.2
1992,51.9
1993,64.5
1994,89.2
1995,74.4
1996,81.3
1997,105.3
1998,110.2
1999,93.5
2000,62
2001,85.6
2002,135.4
2003,66.5
2004,92
2005,161.8
2006,84.1
2007,76.4
2008,71.2
2009,56.4
2010,61.3
2011,88.4
2012,73.9
2013,74.5
2014,84.6
