UF,SP
Cidade,SALTO GRANDE
Nome Posto,USINA SALTO GRANDE (LNG)
Latitude,-22.9
Longitude,-49.999722222222225
Codigo,2249030
Qtd. Anos,50
Ano,Maxima
1931,62.3
1932,83.2
1933,56
1934,56
1936,55
1938,54.8
1939,160.1
1940,69.7
1941,80.3
1943,102.9
1958,79.9
1959,67.1
1960,82.8
1961,68.8
1962,55.5
1963,35.5
1964,40.7
1965,53.7
1966,30.6
1967,37.7
1968,81
1969,79.2
1970,70.6
1971,68.4
1972,87
1973,78.3
1974,111.7
1975,92.8
1976,84.1
1977,58.5
1978,76.8
1979,69.6
1980,100.3
1981,71.4
1982,71.5
1983,72.4
1984,58
1985,77.8
1986,126.8
1987,82
1988,90.4
1989,77.6
1990,85.5
1991,73.7
1992,63.2
1993,75.1
1994,95.6
1995,80.8
1996,71.4
1997,98.9
