UF,SP
Cidade,RANCHARIA
Nome Posto,TRONCAO RANCHARIA
Latitude,-22.433333333333334
Longitude,-50.999722222222225
Codigo,2250014
Qtd. Anos,48
Ano,Maxima
1971,65.2
1972,131.6
1973,56.1
1974,102.4
1975,63.9
1976,117.2
1977,53.3
1978,159.3
1979,92.4
1980,127.9
1981,68.1
1982,79.3
1983,84.2
1984,91.7
1985,61.4
1986,127.4
1987,82.7
1988,99.2
1989,105.7
1990,72.8
1991,61.8
1992,73.8
1993,64.9
1994,63.5
1995,81.2
1996,54.3
1997,61.4
1998,50.4
1999,70.5
2000,136.8
2001,56.9
2002,81.2
2003,68.1
2004,82.3
2005,90.6
2006,85.3
2007,70.6
2008,85.3
2009,72.8
2010,70.3
2011,57.7
2012,126.4
2013,56.5
2014,51.7
2015,85.2
2016,54.6
2017,91.1
2018,60.4
