UF,SP
Cidade,SAO JOSE DO RIO PARDO
Nome Posto,FAZENDA GUAXUPE
Latitude,-21.533333333333335
Longitude,-46.8
Codigo,2146015
Qtd. Anos,61
Ano,Maxima
1940,28
1941,56
1942,60
1943,60
1944,52.8
1945,100.2
1946,89.5
1947,114.6
1948,67.9
1949,114.5
1950,58.3
1951,51.5
1952,88.6
1953,53
1954,100
1955,98.6
1956,99.5
1957,86.5
1958,200.5
1959,180.4
1960,150.3
1961,133.1
1962,168.5
1963,32.7
1964,34.6
1965,39.3
1966,47.7
1967,42.1
1968,70.3
1969,80.5
1970,39.5
1971,63
1972,64.4
1973,76.7
1974,52.9
1975,75.2
1976,60.5
1977,246.4
1978,63.5
1979,51.1
1980,84.2
1981,121.2
1982,73.2
1983,89.9
1984,58.1
1985,101.7
1986,71.2
1987,127.8
1988,66.1
1989,65.5
1990,56.6
1991,83.6
1992,103.1
1993,66.1
1994,88.1
1995,78.3
1996,74.1
1997,73.2
1998,65.3
1999,42.2
2000,111
