UF,SP
Cidade,SANTA RITA DO PASSA QUATRO
Nome Posto,FAZENDA CASCATA
Latitude,-21.716666666666665
Longitude,-47.5
Codigo,2147030
Qtd. Anos,58
Ano,Maxima
1943,65
1944,52.9
1945,90
1946,48.3
1947,102
1948,117.8
1949,67
1950,83
1951,93.2
1952,67.6
1953,72.1
1954,74.3
1955,113.5
1956,100.1
1957,65.7
1958,73.6
1959,69.4
1960,101.5
1961,71.3
1962,95.6
1963,73.1
1964,92.8
1965,135.9
1966,101
1967,73.6
1968,69.8
1969,62
1970,81.1
1971,96.7
1972,89.2
1973,71.4
1974,118.6
1975,78.9
1976,79.2
1977,60.1
1978,59.4
1979,77.8
1980,75.1
1981,85.3
1982,126.1
1983,65.8
1984,61.9
1985,74.4
1986,83
1987,84.4
1988,55.6
1989,47
1990,61.2
1991,87.8
1992,55.2
1993,62.8
1994,77.5
1995,82.1
1996,70.1
1997,39.4
1998,68.4
1999,69
2000,113.2
