UF,SP
Cidade,ANGATUBA
Nome Posto,ANGATUBA
Latitude,-23.56388888888889
Longitude,-48.38972222222222
Codigo,2348033
Qtd. Anos,81
Ano,Maxima
1938,42.2
1939,90
1940,51
1941,64.8
1942,53.6
1943,74
1944,230
1945,69
1946,72.7
1947,104.2
1948,109.4
1949,61.2
1950,73
1952,67.4
1953,65.5
1954,63
1955,59.7
1956,84
1957,85.8
1958,67.2
1959,59.8
1960,63.6
1961,53.2
1962,80.1
1963,80.4
1964,58.6
1965,50.4
1966,50.4
1967,42.9
1968,77
1969,54
1970,71.3
1971,52.4
1972,98.4
1973,80.6
1974,50.6
1975,83.2
1976,91.4
1977,92.4
1978,71
1979,67.7
1980,68.9
1981,61.8
1982,57.8
1983,56.9
1984,77.5
1985,66.3
1986,61.9
1987,62.6
1988,51
1989,105.2
1990,94.4
1991,100.5
1992,73.4
1993,51.7
1994,79
1995,63.7
1996,67.9
1997,74.5
1998,67.2
1999,62.7
2000,74.1
2001,85.6
2002,80
2003,71.6
2004,57.3
2005,75.1
2006,77.8
2007,71.5
2008,97.7
2009,86.3
2010,67.9
2011,66.5
2012,131.7
2013,71.3
2014,58.4
2015,96.5
2016,67.5
2017,100.2
2018,78.3
2019,99.6
