UF,SP
Cidade,TEODORO SAMPAIO
Nome Posto,BAIRRO SANTA IDA
Latitude,-22.366666666666667
Longitude,-52.31666666666667
Codigo,2252006
Qtd. Anos,36
Ano,Maxima
1965,53.6
1966,60.5
1967,48.9
1969,100.1
1970,84.1
1971,92
1972,100.2
1973,79.3
1974,57.3
1975,103.7
1976,90.2
1977,88.4
1978,99.4
1979,85.3
1980,79.9
1981,102.3
1982,69
1983,72.6
1984,74.8
1985,76.4
1986,63.8
1987,152.5
1988,68.7
1989,81.1
1990,109.8
1991,66.8
1992,70.6
1993,62.8
1994,47.8
1995,91.9
1996,71.8
1997,84.8
1998,109.7
1999,111.4
2000,100.2
2001,37.4
