UF,SP
Cidade,LUIS ANTONIO
Nome Posto,FAZENDA CAPAO DA CRUZ
Latitude,-21.45
Longitude,-47.9
Codigo,2147016
Qtd. Anos,63
Ano,Maxima
1950,76.2
1951,89.3
1952,132.4
1953,70.3
1954,73.6
1955,93
1956,82.3
1957,76.1
1958,56.7
1959,112
1960,110
1961,96
1962,75.3
1963,93.5
1964,66.7
1965,73
1966,58.2
1967,75.1
1970,67.5
1971,58.5
1972,64.9
1973,72.4
1974,83.4
1975,91.7
1976,84.7
1977,71.4
1978,66.4
1979,63.5
1980,100.5
1981,72.2
1982,72.5
1983,80.9
1984,61.4
1985,86.1
1986,78.6
1987,61.9
1988,67.3
1989,106.5
1990,132.5
1991,52.5
1992,56.2
1993,74.6
1994,65.3
1995,89.7
1996,59.6
1997,70.2
1998,66.1
1999,89.4
2000,105.1
2001,49.6
2002,70.5
2003,64.6
2004,70.8
2005,54.6
2006,122.7
2007,118.5
2008,69.2
2009,97.8
2010,85.7
2011,74
2012,62.4
2013,68.2
2014,67.2
